YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_DEL15,ARR_DEL15
2022,NOV,11,Friday,Southwest Airlines,BWI,"Baltimore, MD",RSW,"Fort Myers, FL",0,0
2022,OCT,10,Monday,Delta Air Lines,JFK,"New York, NY",LAX,"Los Angeles, CA",1,1
2023,AUG,7,Monday,JetBlue Airways,JFK,"New York, NY",ROC,"Rochester, NY",1,1
2022,DEC,8,Thursday,United Air Lines,ORD,"Chicago, IL",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAR,17,Friday,American Airlines,CLT,"Charlotte, NC",BOS,"Boston, MA",0,0
2023,JUN,6,Tuesday,Delta Air Lines,MSP,"Minneapolis, MN",EWR,"Newark, NJ",0,0
2023,AUG,9,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",CLE,"Cleveland, OH",0,0
2023,APR,17,Monday,Southwest Airlines,DAL,"Dallas, TX",LBB,"Lubbock, TX",1,1
2022,NOV,6,Sunday,American Airlines,TPA,"Tampa, FL",PHL,"Philadelphia, PA",0,0
2023,JAN,1,Sunday,American Airlines,DFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ",0,0
2023,JAN,16,Monday,Southwest Airlines,PDX,"Portland, OR",LAS,"Las Vegas, NV",0,0
2023,JAN,5,Thursday,American Airlines,MSP,"Minneapolis, MN",CLT,"Charlotte, NC",0,0
2022,AUG,3,Wednesday,American Airlines,DCA,"Washington, DC",LAS,"Las Vegas, NV",0,0
2023,MAY,29,Monday,Delta Air Lines,MLB,"Melbourne, FL",ATL,"Atlanta, GA",0,0
2022,AUG,16,Tuesday,PSA Airlines,AVL,"Asheville, NC",CLT,"Charlotte, NC",0,0
2023,AUG,19,Saturday,Alaska Airlines,SEA,"Seattle, WA",JNU,"Juneau, AK",1,1
2022,SEP,1,Thursday,Endeavor Air,DTW,"Detroit, MI",TYS,"Knoxville, TN",0,0
2022,SEP,25,Sunday,United Air Lines,IAH,"Houston, TX",DEN,"Denver, CO",0,0
2023,APR,17,Monday,United Air Lines,SNA,"Santa Ana, CA",ORD,"Chicago, IL",0,0
2023,MAR,21,Tuesday,Southwest Airlines,ECP,"Panama City, FL",BNA,"Nashville, TN",0,0
2023,JUN,2,Friday,SkyWest Airlines,SLC,"Salt Lake City, UT",MFR,"Medford, OR",0,0
2023,JUL,14,Friday,Endeavor Air,STL,"St. Louis, MO",LGA,"New York, NY",1,1
2023,MAR,15,Wednesday,American Airlines,DFW,"Dallas/Fort Worth, TX",ONT,"Ontario, CA",0,0
2022,DEC,16,Friday,American Airlines,DEN,"Denver, CO",AUS,"Austin, TX",0,0
2023,FEB,5,Sunday,Southwest Airlines,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",0,1
2023,MAY,21,Sunday,Delta Air Lines,MSP,"Minneapolis, MN",RSW,"Fort Myers, FL",0,0
2023,JUL,9,Sunday,Endeavor Air,ATL,"Atlanta, GA",MOB,"Mobile, AL",0,0
2023,JUN,30,Friday,SkyWest Airlines,LNK,"Lincoln, NE",ORD,"Chicago, IL",1,0
2023,JAN,4,Wednesday,Delta Air Lines,GRB,"Green Bay, WI",ATL,"Atlanta, GA",1,1
2023,MAY,28,Sunday,American Airlines,EWR,"Newark, NJ",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAR,22,Wednesday,American Airlines,LAX,"Los Angeles, CA",CLT,"Charlotte, NC",1,0
2022,SEP,15,Thursday,American Airlines,SAT,"San Antonio, TX",DFW,"Dallas/Fort Worth, TX",0,0
2023,JAN,4,Wednesday,Alaska Airlines,GEG,"Spokane, WA",SAN,"San Diego, CA",0,0
2023,MAR,8,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",IAD,"Washington, DC",0,0
2022,NOV,26,Saturday,Southwest Airlines,MCI,"Kansas City, MO",BWI,"Baltimore, MD",0,0
2022,AUG,5,Friday,United Air Lines,ORD,"Chicago, IL",LAX,"Los Angeles, CA",0,0
2022,AUG,11,Thursday,Southwest Airlines,ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS",0,0
2023,JAN,5,Thursday,Delta Air Lines,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",0,0
2023,AUG,13,Sunday,Republic Airline,DTW,"Detroit, MI",EWR,"Newark, NJ",1,0
2022,OCT,13,Thursday,Delta Air Lines,ATL,"Atlanta, GA",MSY,"New Orleans, LA",0,0
2023,APR,11,Tuesday,Southwest Airlines,BWI,"Baltimore, MD",SAT,"San Antonio, TX",1,0
2023,APR,21,Friday,Endeavor Air,DSM,"Des Moines, IA",MSP,"Minneapolis, MN",0,0
2023,JUL,3,Monday,American Airlines,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",0,0
2022,OCT,18,Tuesday,Alaska Airlines,KTN,"Ketchikan, AK",SEA,"Seattle, WA",0,0
2023,MAR,24,Friday,JetBlue Airways,ORD,"Chicago, IL",JFK,"New York, NY",0,0
2022,AUG,31,Wednesday,Southwest Airlines,VPS,"Valparaiso, FL",DAL,"Dallas, TX",0,0
2023,MAY,14,Sunday,Republic Airline,BOS,"Boston, MA",LGA,"New York, NY",1,1
2022,OCT,19,Wednesday,Southwest Airlines,DEN,"Denver, CO",SAN,"San Diego, CA",0,0
2022,OCT,27,Thursday,Southwest Airlines,BWI,"Baltimore, MD",SDF,"Louisville, KY",0,0
2022,SEP,7,Wednesday,Endeavor Air,ORD,"Chicago, IL",JFK,"New York, NY",0,0
2023,JUN,28,Wednesday,American Airlines,PHL,"Philadelphia, PA",RDU,"Raleigh/Durham, NC",0,0
2022,DEC,16,Friday,Southwest Airlines,SEA,"Seattle, WA",LAS,"Las Vegas, NV",0,0
2022,NOV,24,Thursday,Spirit Air Lines,BWI,"Baltimore, MD",ATL,"Atlanta, GA",0,0
2023,APR,6,Thursday,Southwest Airlines,GEG,"Spokane, WA",SMF,"Sacramento, CA",0,0
2023,JUL,2,Sunday,JetBlue Airways,MCO,"Orlando, FL",JFK,"New York, NY",0,0
2022,DEC,29,Thursday,American Airlines,DFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA",0,0
2023,MAY,7,Sunday,American Airlines,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",0,0
2023,APR,19,Wednesday,Southwest Airlines,AUS,"Austin, TX",PHX,"Phoenix, AZ",0,0
2023,JAN,6,Friday,Southwest Airlines,BNA,"Nashville, TN",DEN,"Denver, CO",1,0
2022,SEP,11,Sunday,Southwest Airlines,SAN,"San Diego, CA",SJC,"San Jose, CA",0,0
2023,APR,28,Friday,Alaska Airlines,DFW,"Dallas/Fort Worth, TX",SEA,"Seattle, WA",0,0
2022,OCT,16,Sunday,Spirit Air Lines,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1,1
2023,JUN,4,Sunday,United Air Lines,SFO,"San Francisco, CA",BOS,"Boston, MA",0,0
2023,JAN,24,Tuesday,Delta Air Lines,LAS,"Las Vegas, NV",MSP,"Minneapolis, MN",0,0
2022,OCT,3,Monday,Delta Air Lines,JFK,"New York, NY",MIA,"Miami, FL",0,0
2023,FEB,4,Saturday,Republic Airline,GSP,"Greer, SC",EWR,"Newark, NJ",0,0
2022,SEP,30,Friday,Southwest Airlines,DEN,"Denver, CO",ATL,"Atlanta, GA",1,1
2023,MAR,2,Thursday,Republic Airline,IND,"Indianapolis, IN",DCA,"Washington, DC",0,0
2023,JUL,19,Wednesday,United Air Lines,ATL,"Atlanta, GA",EWR,"Newark, NJ",0,0
2022,NOV,14,Monday,American Airlines,PHX,"Phoenix, AZ",CMH,"Columbus, OH",0,0
2022,SEP,21,Wednesday,Southwest Airlines,DEN,"Denver, CO",OAK,"Oakland, CA",0,1
2022,AUG,22,Monday,Frontier Airlines,DEN,"Denver, CO",SDF,"Louisville, KY",0,0
2023,APR,13,Thursday,United Air Lines,CLE,"Cleveland, OH",ORD,"Chicago, IL",0,0
2023,MAR,8,Wednesday,Endeavor Air,LGA,"New York, NY",RDU,"Raleigh/Durham, NC",1,1
2023,FEB,7,Tuesday,Delta Air Lines,BOS,"Boston, MA",ATL,"Atlanta, GA",0,0
2022,OCT,6,Thursday,Southwest Airlines,TUS,"Tucson, AZ",LAS,"Las Vegas, NV",0,0
2023,APR,11,Tuesday,United Air Lines,DFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA",0,0
2022,NOV,27,Sunday,Southwest Airlines,BWI,"Baltimore, MD",TPA,"Tampa, FL",1,1
2022,OCT,17,Monday,Southwest Airlines,MCO,"Orlando, FL",MKE,"Milwaukee, WI",1,1
2023,MAY,31,Wednesday,Delta Air Lines,ALB,"Albany, NY",ATL,"Atlanta, GA",0,0
2023,JUN,28,Wednesday,United Air Lines,SFO,"San Francisco, CA",SAT,"San Antonio, TX",1,1
2022,DEC,23,Friday,United Air Lines,JAC,"Jackson, WY",EWR,"Newark, NJ",1,1
2022,DEC,18,Sunday,American Airlines,CLT,"Charlotte, NC",LGA,"New York, NY",1,1
2022,NOV,19,Saturday,Southwest Airlines,STL,"St. Louis, MO",DSM,"Des Moines, IA",1,0
2023,MAY,26,Friday,Delta Air Lines,SEA,"Seattle, WA",CVG,"Cincinnati, OH",0,0
2023,JUN,25,Sunday,American Airlines,CLT,"Charlotte, NC",CLE,"Cleveland, OH",0,0
2023,MAR,18,Saturday,Delta Air Lines,BOS,"Boston, MA",ATL,"Atlanta, GA",0,0
2023,JAN,5,Thursday,American Airlines,CLT,"Charlotte, NC",ROC,"Rochester, NY",0,0
2022,SEP,27,Tuesday,Southwest Airlines,BNA,"Nashville, TN",MKE,"Milwaukee, WI",0,0
2022,AUG,20,Saturday,Allegiant Air,SAV,"Savannah, GA",GRR,"Grand Rapids, MI",0,0
2023,MAR,13,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",BZN,"Bozeman, MT",0,0
2023,APR,18,Tuesday,United Air Lines,MCO,"Orlando, FL",IAH,"Houston, TX",0,1
2023,JAN,12,Thursday,United Air Lines,IAD,"Washington, DC",ATL,"Atlanta, GA",0,0
2023,MAY,26,Friday,American Airlines,MCO,"Orlando, FL",DFW,"Dallas/Fort Worth, TX",0,0
2023,APR,17,Monday,Southwest Airlines,DEN,"Denver, CO",PHX,"Phoenix, AZ",1,1
2022,NOV,30,Wednesday,Spirit Air Lines,DEN,"Denver, CO",MIA,"Miami, FL",0,0
2022,DEC,16,Friday,SkyWest Airlines,ORD,"Chicago, IL",FOD,"Fort Dodge, IA",0,1
2022,NOV,26,Saturday,JetBlue Airways,HPN,"White Plains, NY",RSW,"Fort Myers, FL",0,0
2023,JUL,2,Sunday,Republic Airline,XNA,"Fayetteville, AR",LGA,"New York, NY",1,1
2022,AUG,3,Wednesday,Republic Airline,ORF,"Norfolk, VA",EWR,"Newark, NJ",0,0
2023,AUG,3,Thursday,Southwest Airlines,ECP,"Panama City, FL",HOU,"Houston, TX",0,0
2023,FEB,19,Sunday,PSA Airlines,DCA,"Washington, DC",PNS,"Pensacola, FL",0,0
2022,NOV,27,Sunday,SkyWest Airlines,GRR,"Grand Rapids, MI",IAH,"Houston, TX",0,0
2023,JUL,23,Sunday,American Airlines,SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAR,12,Sunday,SkyWest Airlines,TYS,"Knoxville, TN",DEN,"Denver, CO",0,0
2022,AUG,23,Tuesday,Delta Air Lines,SEA,"Seattle, WA",ATL,"Atlanta, GA",0,0
2023,JAN,11,Wednesday,American Airlines,ORD,"Chicago, IL",LAX,"Los Angeles, CA",1,1
2023,APR,12,Wednesday,Southwest Airlines,MSP,"Minneapolis, MN",MDW,"Chicago, IL",0,0
2022,AUG,21,Sunday,Southwest Airlines,BUR,"Burbank, CA",DEN,"Denver, CO",0,0
2023,APR,17,Monday,Endeavor Air,CHS,"Charleston, SC",LGA,"New York, NY",0,1
2023,APR,9,Sunday,SkyWest Airlines,JFK,"New York, NY",CLE,"Cleveland, OH",0,0
2023,MAR,27,Monday,Southwest Airlines,BNA,"Nashville, TN",IAH,"Houston, TX",0,0
2023,JUL,10,Monday,American Airlines,CLE,"Cleveland, OH",CLT,"Charlotte, NC",0,0
2022,DEC,29,Thursday,Endeavor Air,CVG,"Cincinnati, OH",ATL,"Atlanta, GA",0,0
2023,APR,13,Thursday,Delta Air Lines,BUF,"Buffalo, NY",ATL,"Atlanta, GA",0,0
2022,SEP,7,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",RIC,"Richmond, VA",0,0
2022,NOV,6,Sunday,Delta Air Lines,SEA,"Seattle, WA",ATL,"Atlanta, GA",0,0
2022,OCT,28,Friday,Alaska Airlines,HNL,"Honolulu, HI",PDX,"Portland, OR",0,1
2023,AUG,8,Tuesday,Southwest Airlines,ATL,"Atlanta, GA",MCI,"Kansas City, MO",0,0
2022,SEP,14,Wednesday,PSA Airlines,ORF,"Norfolk, VA",DCA,"Washington, DC",0,0
2023,JUN,14,Wednesday,Southwest Airlines,AUS,"Austin, TX",FLL,"Fort Lauderdale, FL",0,0
2023,JUN,12,Monday,Republic Airline,SDF,"Louisville, KY",EWR,"Newark, NJ",0,0
2022,NOV,24,Thursday,Alaska Airlines,SEA,"Seattle, WA",EWR,"Newark, NJ",0,0
2022,SEP,8,Thursday,Envoy Air,ORD,"Chicago, IL",MKE,"Milwaukee, WI",0,0
2022,NOV,17,Thursday,Southwest Airlines,DEN,"Denver, CO",DAL,"Dallas, TX",0,0
2023,MAY,28,Sunday,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL",JFK,"New York, NY",0,0
2023,JUL,2,Sunday,American Airlines,EWR,"Newark, NJ",MIA,"Miami, FL",0,0
2023,MAY,17,Wednesday,Hawaiian Airlines,OGG,"Kahului, HI",SMF,"Sacramento, CA",0,0
2023,APR,9,Sunday,SkyWest Airlines,DEN,"Denver, CO",MSO,"Missoula, MT",1,0
2023,JUL,28,Friday,American Airlines,CLT,"Charlotte, NC",CLE,"Cleveland, OH",0,0
2022,SEP,12,Monday,Southwest Airlines,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",0,0
2023,FEB,26,Sunday,Southwest Airlines,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1,0
2022,NOV,6,Sunday,American Airlines,OGG,"Kahului, HI",LAX,"Los Angeles, CA",0,0
2022,NOV,11,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",JAX,"Jacksonville, FL",0,0
2023,MAR,27,Monday,Envoy Air,LSE,"La Crosse, WI",ORD,"Chicago, IL",0,0
2023,FEB,13,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",HNL,"Honolulu, HI",0,0
2022,NOV,24,Thursday,Delta Air Lines,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",0,0
2023,JUL,22,Saturday,Endeavor Air,TYS,"Knoxville, TN",DTW,"Detroit, MI",0,0
2023,JUN,17,Saturday,Spirit Air Lines,ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL",0,0
2022,AUG,16,Tuesday,Southwest Airlines,SAN,"San Diego, CA",PHX,"Phoenix, AZ",0,0
2023,JUN,3,Saturday,SkyWest Airlines,DFW,"Dallas/Fort Worth, TX",BTR,"Baton Rouge, LA",0,1
2023,JAN,27,Friday,Southwest Airlines,PHX,"Phoenix, AZ",ORD,"Chicago, IL",0,0
2022,SEP,20,Tuesday,American Airlines,CLT,"Charlotte, NC",IAD,"Washington, DC",0,0
2023,JUL,23,Sunday,JetBlue Airways,BOS,"Boston, MA",DTW,"Detroit, MI",0,0
2023,APR,13,Thursday,Alaska Airlines,GEG,"Spokane, WA",SEA,"Seattle, WA",0,0
2023,JUL,22,Saturday,SkyWest Airlines,IAD,"Washington, DC",JFK,"New York, NY",0,0
2023,AUG,6,Sunday,Delta Air Lines,ATL,"Atlanta, GA",JFK,"New York, NY",0,0
2023,AUG,1,Tuesday,SkyWest Airlines,SUN,"Sun Valley/Hailey/Ketchum, ID",LAX,"Los Angeles, CA",0,0
2022,SEP,30,Friday,Republic Airline,DCA,"Washington, DC",MCI,"Kansas City, MO",0,0
2023,MAY,6,Saturday,American Airlines,MIA,"Miami, FL",IAH,"Houston, TX",0,0
2023,FEB,1,Wednesday,American Airlines,MIA,"Miami, FL",ORD,"Chicago, IL",0,0
2023,AUG,24,Thursday,United Air Lines,RSW,"Fort Myers, FL",EWR,"Newark, NJ",0,0
2022,OCT,4,Tuesday,Delta Air Lines,DEN,"Denver, CO",LGA,"New York, NY",0,1
2022,AUG,29,Monday,Alaska Airlines,SEA,"Seattle, WA",ELP,"El Paso, TX",0,0
2023,JUL,14,Friday,United Air Lines,TPA,"Tampa, FL",ORD,"Chicago, IL",0,0
2023,MAR,15,Wednesday,Southwest Airlines,GEG,"Spokane, WA",DEN,"Denver, CO",0,0
2022,SEP,19,Monday,United Air Lines,IAH,"Houston, TX",PNS,"Pensacola, FL",0,0
2022,DEC,29,Thursday,Allegiant Air,SFB,"Sanford, FL",GRR,"Grand Rapids, MI",0,0
2023,MAY,27,Saturday,Southwest Airlines,MDW,"Chicago, IL",MHT,"Manchester, NH",0,0
2022,DEC,29,Thursday,PSA Airlines,PHL,"Philadelphia, PA",BDL,"Hartford, CT",1,1
2022,OCT,15,Saturday,Southwest Airlines,MDW,"Chicago, IL",HOU,"Houston, TX",0,0
2023,FEB,2,Thursday,United Air Lines,LAS,"Las Vegas, NV",EWR,"Newark, NJ",0,1
2022,AUG,29,Monday,Frontier Airlines,ROC,"Rochester, NY",DEN,"Denver, CO",0,0
2023,APR,6,Thursday,American Airlines,PHX,"Phoenix, AZ",MSN,"Madison, WI",1,1
2023,MAR,18,Saturday,Endeavor Air,MSP,"Minneapolis, MN",ATW,"Appleton, WI",0,0
2023,MAR,20,Monday,JetBlue Airways,PHL,"Philadelphia, PA",BOS,"Boston, MA",0,0
2022,NOV,17,Thursday,SkyWest Airlines,ELP,"El Paso, TX",DEN,"Denver, CO",1,1
2022,NOV,10,Thursday,Spirit Air Lines,LGA,"New York, NY",FLL,"Fort Lauderdale, FL",0,0
2023,JUN,8,Thursday,American Airlines,SLC,"Salt Lake City, UT",DFW,"Dallas/Fort Worth, TX",0,0
2022,SEP,24,Saturday,Spirit Air Lines,RSW,"Fort Myers, FL",DTW,"Detroit, MI",0,0
2023,MAY,5,Friday,American Airlines,PHX,"Phoenix, AZ",MIA,"Miami, FL",0,0
2022,OCT,12,Wednesday,SkyWest Airlines,LAX,"Los Angeles, CA",TUL,"Tulsa, OK",0,0
2023,MAR,30,Thursday,Republic Airline,BOS,"Boston, MA",RIC,"Richmond, VA",0,0
2023,AUG,6,Sunday,Delta Air Lines,MSP,"Minneapolis, MN",MIA,"Miami, FL",1,1
2023,APR,9,Sunday,Southwest Airlines,LAS,"Las Vegas, NV",IND,"Indianapolis, IN",1,1
2022,SEP,2,Friday,SkyWest Airlines,SLC,"Salt Lake City, UT",SUN,"Sun Valley/Hailey/Ketchum, ID",0,0
2023,JAN,26,Thursday,Republic Airline,DCA,"Washington, DC",PVD,"Providence, RI",0,0
2023,MAY,6,Saturday,United Air Lines,SAT,"San Antonio, TX",DEN,"Denver, CO",1,1
2023,MAY,27,Saturday,American Airlines,CLT,"Charlotte, NC",TPA,"Tampa, FL",0,0
2023,JUL,11,Tuesday,American Airlines,CLT,"Charlotte, NC",LGA,"New York, NY",0,0
2023,MAY,8,Monday,Southwest Airlines,PHX,"Phoenix, AZ",OKC,"Oklahoma City, OK",0,0
2022,DEC,2,Friday,United Air Lines,ORD,"Chicago, IL",FLL,"Fort Lauderdale, FL",0,0
2023,AUG,17,Thursday,United Air Lines,ORD,"Chicago, IL",STL,"St. Louis, MO",0,0
2022,AUG,17,Wednesday,Delta Air Lines,SLC,"Salt Lake City, UT",MEM,"Memphis, TN",0,0
2023,JAN,13,Friday,United Air Lines,EWR,"Newark, NJ",CLT,"Charlotte, NC",0,0
2022,AUG,18,Thursday,Southwest Airlines,LAX,"Los Angeles, CA",OAK,"Oakland, CA",0,0
2023,MAY,30,Tuesday,Delta Air Lines,LEX,"Lexington, KY",ATL,"Atlanta, GA",0,0
2022,AUG,3,Wednesday,JetBlue Airways,BOS,"Boston, MA",PIT,"Pittsburgh, PA",0,0
2023,MAR,8,Wednesday,American Airlines,PIT,"Pittsburgh, PA",PHX,"Phoenix, AZ",0,0
2023,JUL,31,Monday,American Airlines,CLT,"Charlotte, NC",MEM,"Memphis, TN",1,1
2023,MAY,18,Thursday,Frontier Airlines,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",0,0
2023,MAY,10,Wednesday,Southwest Airlines,KOA,"Kona, HI",HNL,"Honolulu, HI",0,0
2022,SEP,29,Thursday,Republic Airline,LGA,"New York, NY",PIT,"Pittsburgh, PA",0,0
2022,NOV,24,Thursday,United Air Lines,LAX,"Los Angeles, CA",ORD,"Chicago, IL",0,0
2022,DEC,11,Sunday,Endeavor Air,CHS,"Charleston, SC",JFK,"New York, NY",0,0
2023,MAY,5,Friday,Endeavor Air,JAX,"Jacksonville, FL",JFK,"New York, NY",1,1
2022,SEP,2,Friday,Hawaiian Airlines,HNL,"Honolulu, HI",OGG,"Kahului, HI",0,0
2023,JAN,30,Monday,Southwest Airlines,PHX,"Phoenix, AZ",SJC,"San Jose, CA",1,0
2023,AUG,23,Wednesday,PSA Airlines,CLT,"Charlotte, NC",PIA,"Peoria, IL",0,0
2023,MAR,7,Tuesday,Southwest Airlines,MCI,"Kansas City, MO",PHX,"Phoenix, AZ",1,0
2023,JAN,15,Sunday,Republic Airline,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0,0
2023,MAR,31,Friday,Envoy Air,HSV,"Huntsville, AL",DFW,"Dallas/Fort Worth, TX",0,0
2023,JUN,16,Friday,United Air Lines,CLE,"Cleveland, OH",IAD,"Washington, DC",1,1
2023,JAN,22,Sunday,Frontier Airlines,DEN,"Denver, CO",DCA,"Washington, DC",0,0
2022,SEP,10,Saturday,American Airlines,DFW,"Dallas/Fort Worth, TX",BOS,"Boston, MA",0,0
2023,MAR,9,Thursday,Delta Air Lines,SAN,"San Diego, CA",SLC,"Salt Lake City, UT",1,1
2022,OCT,21,Friday,Republic Airline,LGA,"New York, NY",DCA,"Washington, DC",1,1
2023,MAY,12,Friday,Alaska Airlines,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",0,0
2022,AUG,5,Friday,Southwest Airlines,AUS,"Austin, TX",TUL,"Tulsa, OK",0,0
2023,MAR,3,Friday,American Airlines,LAX,"Los Angeles, CA",ORD,"Chicago, IL",0,1
2023,JUN,30,Friday,Allegiant Air,CVG,"Cincinnati, OH",SAV,"Savannah, GA",0,0
2022,AUG,7,Sunday,Hawaiian Airlines,LIH,"Lihue, HI",HNL,"Honolulu, HI",1,1
2023,MAR,23,Thursday,Envoy Air,AGS,"Augusta, GA",CLT,"Charlotte, NC",1,1
2023,MAR,21,Tuesday,Southwest Airlines,DAL,"Dallas, TX",LBB,"Lubbock, TX",1,0
2023,JAN,15,Sunday,SkyWest Airlines,STS,"Santa Rosa, CA",PDX,"Portland, OR",1,0
2022,DEC,24,Saturday,Southwest Airlines,PSP,"Palm Springs, CA",DEN,"Denver, CO",1,1
2022,SEP,1,Thursday,Southwest Airlines,MEM,"Memphis, TN",ATL,"Atlanta, GA",1,1
2023,APR,9,Sunday,Southwest Airlines,TPA,"Tampa, FL",HOU,"Houston, TX",1,1
2022,DEC,1,Thursday,Delta Air Lines,MSY,"New Orleans, LA",LAX,"Los Angeles, CA",0,0
2023,FEB,9,Thursday,Alaska Airlines,OAK,"Oakland, CA",PDX,"Portland, OR",0,0
2023,MAY,12,Friday,Delta Air Lines,MSP,"Minneapolis, MN",RSW,"Fort Myers, FL",0,0
2022,DEC,24,Saturday,Envoy Air,ORD,"Chicago, IL",STL,"St. Louis, MO",1,0
2022,NOV,4,Friday,Delta Air Lines,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",0,0
2023,MAR,17,Friday,SkyWest Airlines,SFO,"San Francisco, CA",PSP,"Palm Springs, CA",0,0
2022,SEP,16,Friday,SkyWest Airlines,ONT,"Ontario, CA",SLC,"Salt Lake City, UT",0,0
2022,DEC,31,Saturday,American Airlines,DFW,"Dallas/Fort Worth, TX",DSM,"Des Moines, IA",0,0
2022,AUG,31,Wednesday,Delta Air Lines,ANC,"Anchorage, AK",SEA,"Seattle, WA",0,0
2022,OCT,19,Wednesday,American Airlines,AUS,"Austin, TX",CLT,"Charlotte, NC",0,0
2023,APR,10,Monday,Spirit Air Lines,MCO,"Orlando, FL",BWI,"Baltimore, MD",1,1
2023,FEB,14,Tuesday,SkyWest Airlines,DEN,"Denver, CO",MKE,"Milwaukee, WI",1,1
2022,NOV,27,Sunday,Endeavor Air,LGA,"New York, NY",STL,"St. Louis, MO",0,0
2022,DEC,28,Wednesday,American Airlines,SAN,"San Diego, CA",DFW,"Dallas/Fort Worth, TX",0,0
2023,FEB,10,Friday,Republic Airline,DCA,"Washington, DC",SDF,"Louisville, KY",0,0
2023,JUN,26,Monday,SkyWest Airlines,PDX,"Portland, OR",SBP,"San Luis Obispo, CA",0,0
2022,NOV,17,Thursday,United Air Lines,DEN,"Denver, CO",EUG,"Eugene, OR",0,0
2023,FEB,19,Sunday,Alaska Airlines,PDX,"Portland, OR",RNO,"Reno, NV",0,0
2022,DEC,18,Sunday,Delta Air Lines,AUS,"Austin, TX",ATL,"Atlanta, GA",0,0
2022,DEC,12,Monday,JetBlue Airways,TPA,"Tampa, FL",LGA,"New York, NY",0,0
2023,FEB,20,Monday,SkyWest Airlines,SNA,"Santa Ana, CA",STS,"Santa Rosa, CA",0,1
2023,JUN,6,Tuesday,PSA Airlines,BHM,"Birmingham, AL",PHL,"Philadelphia, PA",0,1
2023,MAY,8,Monday,Frontier Airlines,PHL,"Philadelphia, PA",MCO,"Orlando, FL",0,0
2023,JUL,1,Saturday,Frontier Airlines,MCO,"Orlando, FL",SJU,"San Juan, PR",1,1
2022,SEP,27,Tuesday,Mesa Airlines,PHX,"Phoenix, AZ",EUG,"Eugene, OR",0,0
2023,JUN,14,Wednesday,Delta Air Lines,MKE,"Milwaukee, WI",DTW,"Detroit, MI",1,1
2022,NOV,1,Tuesday,Envoy Air,ORD,"Chicago, IL",MHK,"Manhattan/Ft. Riley, KS",0,0
2023,JUN,26,Monday,Envoy Air,BTR,"Baton Rouge, LA",DFW,"Dallas/Fort Worth, TX",0,0
2022,NOV,28,Monday,Southwest Airlines,LAS,"Las Vegas, NV",SJC,"San Jose, CA",1,1
2023,JUN,5,Monday,American Airlines,MIA,"Miami, FL",PHL,"Philadelphia, PA",0,0
2023,JUL,1,Saturday,SkyWest Airlines,FAR,"Fargo, ND",DEN,"Denver, CO",0,0
2022,NOV,13,Sunday,Allegiant Air,PIE,"St. Petersburg, FL",AVL,"Asheville, NC",0,0
2022,AUG,9,Tuesday,Southwest Airlines,SJC,"San Jose, CA",LAS,"Las Vegas, NV",0,0
2023,JUN,6,Tuesday,Delta Air Lines,SYR,"Syracuse, NY",ATL,"Atlanta, GA",0,0
2022,SEP,24,Saturday,SkyWest Airlines,OMA,"Omaha, NE",LAX,"Los Angeles, CA",0,0
2023,JUL,22,Saturday,Southwest Airlines,BHM,"Birmingham, AL",TPA,"Tampa, FL",0,0
2022,NOV,19,Saturday,Spirit Air Lines,FLL,"Fort Lauderdale, FL",LGA,"New York, NY",1,1
2023,FEB,11,Saturday,Envoy Air,DFW,"Dallas/Fort Worth, TX",BIL,"Billings, MT",0,0
2023,AUG,4,Friday,Envoy Air,FSM,"Fort Smith, AR",DFW,"Dallas/Fort Worth, TX",0,0
2023,MAY,19,Friday,Southwest Airlines,OMA,"Omaha, NE",MCO,"Orlando, FL",0,0
