YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,DEP_DEL15,ARR_DEL15
2022,AUG,7,Sunday,Southwest Airlines,PHX,"Phoenix, AZ",DEN,"Denver, CO",0,0
2022,SEP,19,Monday,American Airlines,CLT,"Charlotte, NC",EWR,"Newark, NJ",0,1
2023,JAN,24,Tuesday,PSA Airlines,BNA,"Nashville, TN",PHL,"Philadelphia, PA",0,0
2023,AUG,28,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",RDU,"Raleigh/Durham, NC",1,0
2022,NOV,23,Wednesday,Southwest Airlines,OAK,"Oakland, CA",PDX,"Portland, OR",0,0
2022,AUG,21,Sunday,Frontier Airlines,BWI,"Baltimore, MD",DEN,"Denver, CO",0,0
2023,MAY,19,Friday,United Air Lines,BOS,"Boston, MA",DEN,"Denver, CO",0,0
2023,MAR,10,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",MSY,"New Orleans, LA",0,0
2022,NOV,5,Saturday,Southwest Airlines,LGA,"New York, NY",HOU,"Houston, TX",1,0
2023,JUL,23,Sunday,Southwest Airlines,BWI,"Baltimore, MD",LAS,"Las Vegas, NV",0,0
2022,DEC,3,Saturday,Southwest Airlines,ATL,"Atlanta, GA",BNA,"Nashville, TN",0,0
2023,APR,13,Thursday,JetBlue Airways,BQN,"Aguadilla, PR",MCO,"Orlando, FL",0,0
2022,AUG,11,Thursday,Endeavor Air,JFK,"New York, NY",ACK,"Nantucket, MA",0,0
2023,JUN,19,Monday,Endeavor Air,LGA,"New York, NY",GSO,"Greensboro/High Point, NC",0,0
2022,OCT,30,Sunday,United Air Lines,SLC,"Salt Lake City, UT",IAH,"Houston, TX",0,0
2022,AUG,31,Wednesday,Southwest Airlines,FLL,"Fort Lauderdale, FL",MCO,"Orlando, FL",0,1
2023,FEB,16,Thursday,Southwest Airlines,BWI,"Baltimore, MD",MCO,"Orlando, FL",1,1
2023,JUL,11,Tuesday,SkyWest Airlines,SFO,"San Francisco, CA",SNA,"Santa Ana, CA",0,0
2022,SEP,28,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC",0,0
2023,AUG,9,Wednesday,Envoy Air,SYR,"Syracuse, NY",ORD,"Chicago, IL",0,0
2023,JUN,17,Saturday,American Airlines,CLT,"Charlotte, NC",IAH,"Houston, TX",1,1
2023,JUL,28,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",MSY,"New Orleans, LA",0,0
2022,DEC,14,Wednesday,SkyWest Airlines,PHX,"Phoenix, AZ",YUM,"Yuma, AZ",0,0
2023,MAY,20,Saturday,Southwest Airlines,SAN,"San Diego, CA",STL,"St. Louis, MO",0,0
2022,SEP,24,Saturday,American Airlines,CLT,"Charlotte, NC",FLL,"Fort Lauderdale, FL",0,0
2023,FEB,12,Sunday,Delta Air Lines,SAN,"San Diego, CA",SEA,"Seattle, WA",0,0
2023,MAR,6,Monday,Allegiant Air,PIT,"Pittsburgh, PA",PIE,"St. Petersburg, FL",0,0
2023,FEB,10,Friday,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL",DCA,"Washington, DC",0,0
2023,FEB,8,Wednesday,SkyWest Airlines,JMS,"Jamestown, ND",DVL,"Devils Lake, ND",0,0
2022,OCT,7,Friday,United Air Lines,SAN,"San Diego, CA",ORD,"Chicago, IL",1,1
2023,MAR,3,Friday,SkyWest Airlines,XWA,"Williston, ND",DEN,"Denver, CO",0,0
2023,MAR,20,Monday,Southwest Airlines,DEN,"Denver, CO",BOI,"Boise, ID",1,1
2023,MAR,30,Thursday,American Airlines,PHL,"Philadelphia, PA",BOS,"Boston, MA",0,0
2023,MAR,2,Thursday,Spirit Air Lines,IAH,"Houston, TX",MIA,"Miami, FL",0,0
2023,JUL,21,Friday,Southwest Airlines,SAN,"San Diego, CA",HOU,"Houston, TX",0,0
2022,DEC,7,Wednesday,Endeavor Air,ATL,"Atlanta, GA",ABY,"Albany, GA",0,0
2023,FEB,27,Monday,United Air Lines,SFO,"San Francisco, CA",SNA,"Santa Ana, CA",0,0
2023,JAN,29,Sunday,Delta Air Lines,SLC,"Salt Lake City, UT",PDX,"Portland, OR",0,0
2023,MAY,19,Friday,American Airlines,BOS,"Boston, MA",DCA,"Washington, DC",0,0
2022,DEC,9,Friday,SkyWest Airlines,SLC,"Salt Lake City, UT",FAT,"Fresno, CA",0,0
2023,JUN,19,Monday,Delta Air Lines,GSP,"Greer, SC",ATL,"Atlanta, GA",1,1
2022,AUG,4,Thursday,Southwest Airlines,CMH,"Columbus, OH",DEN,"Denver, CO",0,0
2022,AUG,3,Wednesday,Delta Air Lines,PDX,"Portland, OR",MSP,"Minneapolis, MN",0,0
2023,JAN,4,Wednesday,American Airlines,MCI,"Kansas City, MO",DFW,"Dallas/Fort Worth, TX",0,0
2023,JAN,24,Tuesday,Delta Air Lines,BNA,"Nashville, TN",MSP,"Minneapolis, MN",0,0
2023,APR,7,Friday,Spirit Air Lines,BOS,"Boston, MA",FLL,"Fort Lauderdale, FL",0,0
2022,NOV,17,Thursday,JetBlue Airways,EYW,"Key West, FL",BOS,"Boston, MA",1,1
2023,AUG,21,Monday,SkyWest Airlines,SEA,"Seattle, WA",SMF,"Sacramento, CA",0,0
2023,MAY,24,Wednesday,Spirit Air Lines,LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM",0,0
2022,OCT,19,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",CHA,"Chattanooga, TN",0,0
2023,JUN,25,Sunday,American Airlines,DFW,"Dallas/Fort Worth, TX",CMH,"Columbus, OH",0,0
2023,JAN,21,Saturday,United Air Lines,DEN,"Denver, CO",EUG,"Eugene, OR",0,0
2023,APR,29,Saturday,Southwest Airlines,SMF,"Sacramento, CA",SNA,"Santa Ana, CA",0,0
2022,AUG,23,Tuesday,Southwest Airlines,KOA,"Kona, HI",LAX,"Los Angeles, CA",1,1
2022,SEP,30,Friday,American Airlines,DCA,"Washington, DC",ORD,"Chicago, IL",0,0
2023,AUG,30,Wednesday,Envoy Air,DFW,"Dallas/Fort Worth, TX",TRI,"Bristol/Johnson City/Kingsport, TN",0,0
2022,SEP,2,Friday,American Airlines,AUS,"Austin, TX",LAX,"Los Angeles, CA",0,1
2023,MAY,1,Monday,American Airlines,DTW,"Detroit, MI",CLT,"Charlotte, NC",0,0
2022,DEC,7,Wednesday,Delta Air Lines,ORF,"Norfolk, VA",ATL,"Atlanta, GA",0,0
2022,OCT,12,Wednesday,American Airlines,DFW,"Dallas/Fort Worth, TX",SMF,"Sacramento, CA",0,0
2023,AUG,17,Thursday,American Airlines,CLT,"Charlotte, NC",MSP,"Minneapolis, MN",0,0
2022,OCT,4,Tuesday,Southwest Airlines,STL,"St. Louis, MO",LGB,"Long Beach, CA",0,0
2022,DEC,15,Thursday,United Air Lines,LAS,"Las Vegas, NV",IAH,"Houston, TX",1,0
2023,JUN,18,Sunday,Delta Air Lines,ATL,"Atlanta, GA",TUS,"Tucson, AZ",0,1
2023,JAN,19,Thursday,Delta Air Lines,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",0,0
2023,APR,11,Tuesday,Republic Airline,MCI,"Kansas City, MO",LGA,"New York, NY",0,0
2023,MAY,30,Tuesday,United Air Lines,CLE,"Cleveland, OH",SFO,"San Francisco, CA",1,0
2023,JAN,8,Sunday,American Airlines,DCA,"Washington, DC",DFW,"Dallas/Fort Worth, TX",0,0
2022,AUG,4,Thursday,Delta Air Lines,SLC,"Salt Lake City, UT",DTW,"Detroit, MI",0,0
2023,JUN,29,Thursday,Southwest Airlines,MDW,"Chicago, IL",OMA,"Omaha, NE",0,1
2022,OCT,27,Thursday,Horizon Air,LAS,"Las Vegas, NV",PDX,"Portland, OR",0,0
2023,JUN,4,Sunday,PSA Airlines,DAY,"Dayton, OH",CLT,"Charlotte, NC",0,0
2023,MAR,3,Friday,United Air Lines,MCO,"Orlando, FL",ORD,"Chicago, IL",0,0
2022,SEP,9,Friday,American Airlines,PHX,"Phoenix, AZ",SEA,"Seattle, WA",0,0
2023,APR,21,Friday,Envoy Air,MIA,"Miami, FL",EYW,"Key West, FL",0,0
2023,MAR,24,Friday,SkyWest Airlines,CPR,"Casper, WY",DEN,"Denver, CO",0,0
2022,DEC,13,Tuesday,Republic Airline,BOS,"Boston, MA",BWI,"Baltimore, MD",0,0
2023,JUN,11,Sunday,American Airlines,PHX,"Phoenix, AZ",DFW,"Dallas/Fort Worth, TX",1,1
2023,JUN,9,Friday,Delta Air Lines,ATL,"Atlanta, GA",OMA,"Omaha, NE",0,0
2023,MAY,2,Tuesday,Southwest Airlines,LAX,"Los Angeles, CA",OAK,"Oakland, CA",0,0
2023,JUL,2,Sunday,Frontier Airlines,PHL,"Philadelphia, PA",ATL,"Atlanta, GA",0,0
2023,JUL,30,Sunday,United Air Lines,EWR,"Newark, NJ",DEN,"Denver, CO",0,0
2022,AUG,29,Monday,PSA Airlines,ORF,"Norfolk, VA",CLT,"Charlotte, NC",0,0
2023,MAR,1,Wednesday,Alaska Airlines,GEG,"Spokane, WA",SEA,"Seattle, WA",0,0
2023,JUL,4,Tuesday,Allegiant Air,AZA,"Phoenix, AZ",SGF,"Springfield, MO",0,0
2023,AUG,28,Monday,SkyWest Airlines,SFO,"San Francisco, CA",SAN,"San Diego, CA",0,1
2023,JAN,2,Monday,United Air Lines,DEN,"Denver, CO",ABQ,"Albuquerque, NM",1,1
2022,OCT,15,Saturday,American Airlines,LAX,"Los Angeles, CA",MCO,"Orlando, FL",0,0
2023,MAY,25,Thursday,American Airlines,IND,"Indianapolis, IN",LAX,"Los Angeles, CA",0,0
2023,JUL,8,Saturday,Frontier Airlines,PHL,"Philadelphia, PA",FLL,"Fort Lauderdale, FL",0,0
2023,JUL,6,Thursday,PSA Airlines,PIA,"Peoria, IL",DFW,"Dallas/Fort Worth, TX",0,0
2023,AUG,7,Monday,Spirit Air Lines,ATL,"Atlanta, GA",MSY,"New Orleans, LA",1,1
2022,DEC,26,Monday,Alaska Airlines,SEA,"Seattle, WA",SMF,"Sacramento, CA",0,0
2023,FEB,23,Thursday,Southwest Airlines,SAT,"San Antonio, TX",HOU,"Houston, TX",1,0
2022,SEP,10,Saturday,Delta Air Lines,IND,"Indianapolis, IN",ATL,"Atlanta, GA",0,1
2023,JUN,30,Friday,Southwest Airlines,DAL,"Dallas, TX",ABQ,"Albuquerque, NM",1,1
2023,FEB,12,Sunday,Southwest Airlines,ISP,"Islip, NY",BWI,"Baltimore, MD",0,0
2023,JAN,14,Saturday,Southwest Airlines,MEM,"Memphis, TN",ATL,"Atlanta, GA",0,0
2022,NOV,21,Monday,Frontier Airlines,ONT,"Ontario, CA",LAS,"Las Vegas, NV",0,0
2023,JUN,18,Sunday,United Air Lines,DEN,"Denver, CO",EWR,"Newark, NJ",1,1
2022,DEC,16,Friday,SkyWest Airlines,DEN,"Denver, CO",LAR,"Laramie, WY",0,0
2022,DEC,14,Wednesday,United Air Lines,COS,"Colorado Springs, CO",DEN,"Denver, CO",0,0
2023,MAY,4,Thursday,Southwest Airlines,MDW,"Chicago, IL",PHX,"Phoenix, AZ",1,1
2023,MAR,19,Sunday,SkyWest Airlines,ATL,"Atlanta, GA",BMI,"Bloomington/Normal, IL",0,0
2023,JUN,25,Sunday,Delta Air Lines,SFO,"San Francisco, CA",SLC,"Salt Lake City, UT",0,0
2022,NOV,8,Tuesday,Hawaiian Airlines,OGG,"Kahului, HI",HNL,"Honolulu, HI",1,1
2022,NOV,22,Tuesday,Delta Air Lines,SLC,"Salt Lake City, UT",ATL,"Atlanta, GA",0,0
2022,AUG,23,Tuesday,Horizon Air,SEA,"Seattle, WA",FCA,"Kalispell, MT",0,0
2023,MAR,28,Tuesday,JetBlue Airways,RDU,"Raleigh/Durham, NC",BOS,"Boston, MA",0,0
2022,SEP,22,Thursday,Envoy Air,ORD,"Chicago, IL",PVD,"Providence, RI",0,0
2023,MAR,20,Monday,Southwest Airlines,LGA,"New York, NY",DAL,"Dallas, TX",0,0
2022,OCT,9,Sunday,Delta Air Lines,SDF,"Louisville, KY",ATL,"Atlanta, GA",0,0
2023,APR,24,Monday,United Air Lines,PBI,"West Palm Beach/Palm Beach, FL",EWR,"Newark, NJ",0,0
2022,AUG,29,Monday,SkyWest Airlines,JAC,"Jackson, WY",DEN,"Denver, CO",0,0
2023,AUG,26,Saturday,United Air Lines,RDM,"Bend/Redmond, OR",DEN,"Denver, CO",0,0
2022,SEP,20,Tuesday,Southwest Airlines,DEN,"Denver, CO",STL,"St. Louis, MO",0,0
2023,JAN,14,Saturday,United Air Lines,DEN,"Denver, CO",LAS,"Las Vegas, NV",0,0
2023,JAN,24,Tuesday,PSA Airlines,CLT,"Charlotte, NC",IND,"Indianapolis, IN",0,0
2023,MAR,13,Monday,American Airlines,DFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO",0,0
2023,JUN,11,Sunday,SkyWest Airlines,GEG,"Spokane, WA",PDX,"Portland, OR",0,0
2023,JAN,22,Sunday,Delta Air Lines,AUS,"Austin, TX",ATL,"Atlanta, GA",0,0
2023,APR,4,Tuesday,SkyWest Airlines,LAX,"Los Angeles, CA",OAK,"Oakland, CA",0,0
2022,SEP,11,Sunday,American Airlines,VPS,"Valparaiso, FL",DFW,"Dallas/Fort Worth, TX",1,1
2023,JUN,30,Friday,Delta Air Lines,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",0,0
2023,FEB,27,Monday,Republic Airline,MEM,"Memphis, TN",LGA,"New York, NY",0,0
2022,OCT,11,Tuesday,American Airlines,SNA,"Santa Ana, CA",AUS,"Austin, TX",0,0
2023,APR,6,Thursday,Southwest Airlines,DAL,"Dallas, TX",HOU,"Houston, TX",0,1
2023,AUG,4,Friday,Southwest Airlines,OGG,"Kahului, HI",SMF,"Sacramento, CA",1,1
2023,MAR,8,Wednesday,Spirit Air Lines,ORD,"Chicago, IL",FLL,"Fort Lauderdale, FL",0,0
2023,JUL,3,Monday,United Air Lines,LAS,"Las Vegas, NV",DEN,"Denver, CO",0,0
2023,MAR,1,Wednesday,Southwest Airlines,BWI,"Baltimore, MD",IND,"Indianapolis, IN",0,0
2023,APR,24,Monday,Southwest Airlines,MDW,"Chicago, IL",COS,"Colorado Springs, CO",1,0
2023,JUN,28,Wednesday,United Air Lines,HNL,"Honolulu, HI",DEN,"Denver, CO",1,1
2023,JUL,26,Wednesday,Delta Air Lines,SLC,"Salt Lake City, UT",MSY,"New Orleans, LA",0,0
2023,FEB,22,Wednesday,Southwest Airlines,BNA,"Nashville, TN",LAS,"Las Vegas, NV",0,0
2023,APR,14,Friday,United Air Lines,SEA,"Seattle, WA",LAX,"Los Angeles, CA",0,0
2023,FEB,3,Friday,Hawaiian Airlines,OAK,"Oakland, CA",HNL,"Honolulu, HI",0,1
2023,MAY,18,Thursday,Delta Air Lines,MCO,"Orlando, FL",RDU,"Raleigh/Durham, NC",1,1
2023,APR,17,Monday,Southwest Airlines,ATL,"Atlanta, GA",MEM,"Memphis, TN",1,0
2023,MAR,19,Sunday,SkyWest Airlines,INL,"International Falls, MN",MSP,"Minneapolis, MN",0,0
2022,DEC,7,Wednesday,Republic Airline,ATL,"Atlanta, GA",LGA,"New York, NY",0,0
2022,SEP,26,Monday,Endeavor Air,LGA,"New York, NY",PWM,"Portland, ME",0,0
2023,FEB,3,Friday,SkyWest Airlines,ASE,"Aspen, CO",AUS,"Austin, TX",0,0
2023,AUG,2,Wednesday,Allegiant Air,PIE,"St. Petersburg, FL",RFD,"Rockford, IL",0,0
2022,NOV,20,Sunday,Endeavor Air,MKE,"Milwaukee, WI",LGA,"New York, NY",1,1
2023,JAN,5,Thursday,United Air Lines,BOS,"Boston, MA",ORD,"Chicago, IL",0,0
2022,OCT,19,Wednesday,Southwest Airlines,HNL,"Honolulu, HI",OGG,"Kahului, HI",0,0
2023,AUG,10,Thursday,Hawaiian Airlines,OGG,"Kahului, HI",SFO,"San Francisco, CA",1,1
2022,OCT,16,Sunday,SkyWest Airlines,RDM,"Bend/Redmond, OR",SFO,"San Francisco, CA",0,0
2023,AUG,19,Saturday,SkyWest Airlines,ASE,"Aspen, CO",IAH,"Houston, TX",0,0
2023,JUN,17,Saturday,American Airlines,CHS,"Charleston, SC",DFW,"Dallas/Fort Worth, TX",0,0
2023,JAN,6,Friday,American Airlines,DCA,"Washington, DC",MCO,"Orlando, FL",0,1
2023,APR,11,Tuesday,United Air Lines,IAH,"Houston, TX",MSY,"New Orleans, LA",0,0
2023,MAY,5,Friday,American Airlines,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",0,0
2023,APR,3,Monday,Southwest Airlines,STL,"St. Louis, MO",CLT,"Charlotte, NC",0,0
2022,DEC,29,Thursday,American Airlines,BOS,"Boston, MA",CLT,"Charlotte, NC",0,0
2023,APR,21,Friday,Alaska Airlines,MSY,"New Orleans, LA",SEA,"Seattle, WA",0,0
2023,JUN,19,Monday,Southwest Airlines,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1,1
2023,APR,10,Monday,Southwest Airlines,LAX,"Los Angeles, CA",DAL,"Dallas, TX",1,1
2022,SEP,30,Friday,Hawaiian Airlines,SFO,"San Francisco, CA",OGG,"Kahului, HI",0,0
2023,MAY,26,Friday,Republic Airline,DCA,"Washington, DC",LGA,"New York, NY",1,1
2022,AUG,23,Tuesday,Southwest Airlines,HOU,"Houston, TX",CRP,"Corpus Christi, TX",0,0
2023,JUN,25,Sunday,Southwest Airlines,MCO,"Orlando, FL",DCA,"Washington, DC",0,0
2023,FEB,10,Friday,American Airlines,CLT,"Charlotte, NC",LGA,"New York, NY",0,0
2023,AUG,16,Wednesday,Southwest Airlines,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",0,0
2022,OCT,9,Sunday,Spirit Air Lines,IAH,"Houston, TX",ORD,"Chicago, IL",0,0
2022,SEP,16,Friday,SkyWest Airlines,LAX,"Los Angeles, CA",SJC,"San Jose, CA",0,0
2022,SEP,25,Sunday,Delta Air Lines,PNS,"Pensacola, FL",ATL,"Atlanta, GA",0,0
2022,SEP,6,Tuesday,Republic Airline,ATL,"Atlanta, GA",LGA,"New York, NY",1,1
2022,AUG,26,Friday,Southwest Airlines,MDW,"Chicago, IL",OMA,"Omaha, NE",0,0
2023,JUN,8,Thursday,SkyWest Airlines,DEN,"Denver, CO",MOT,"Minot, ND",0,0
2023,JAN,29,Sunday,Delta Air Lines,SEA,"Seattle, WA",ANC,"Anchorage, AK",0,0
2023,MAY,19,Friday,Delta Air Lines,ALB,"Albany, NY",ATL,"Atlanta, GA",0,0
2023,MAR,14,Tuesday,American Airlines,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",0,0
2023,APR,17,Monday,Southwest Airlines,MKE,"Milwaukee, WI",LAS,"Las Vegas, NV",0,0
2023,APR,22,Saturday,Southwest Airlines,ONT,"Ontario, CA",AUS,"Austin, TX",0,1
2023,MAY,23,Tuesday,SkyWest Airlines,ELM,"Elmira/Corning, NY",DTW,"Detroit, MI",0,0
2023,JUN,14,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",MKE,"Milwaukee, WI",0,1
2022,SEP,17,Saturday,Southwest Airlines,BWI,"Baltimore, MD",MCO,"Orlando, FL",1,1
2022,OCT,11,Tuesday,Endeavor Air,LGA,"New York, NY",SAV,"Savannah, GA",0,0
2022,OCT,28,Friday,Southwest Airlines,DAL,"Dallas, TX",DEN,"Denver, CO",1,1
2023,JUN,24,Saturday,Republic Airline,AVL,"Asheville, NC",EWR,"Newark, NJ",0,0
2022,AUG,2,Tuesday,SkyWest Airlines,DEN,"Denver, CO",DRO,"Durango, CO",0,0
2023,JUL,1,Saturday,Southwest Airlines,MDW,"Chicago, IL",MSP,"Minneapolis, MN",0,0
2023,MAY,27,Saturday,Spirit Air Lines,BWI,"Baltimore, MD",TPA,"Tampa, FL",0,0
2022,NOV,27,Sunday,Delta Air Lines,MSY,"New Orleans, LA",ATL,"Atlanta, GA",0,0
2023,APR,9,Sunday,Southwest Airlines,LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT",0,0
2022,AUG,1,Monday,Southwest Airlines,SJC,"San Jose, CA",BUR,"Burbank, CA",0,0
2023,APR,10,Monday,Republic Airline,CVG,"Cincinnati, OH",JFK,"New York, NY",0,0
2022,DEC,28,Wednesday,Southwest Airlines,SDF,"Louisville, KY",ATL,"Atlanta, GA",0,0
2023,JUL,17,Monday,Delta Air Lines,SLC,"Salt Lake City, UT",BIL,"Billings, MT",1,1
2022,DEC,22,Thursday,Envoy Air,LCH,"Lake Charles, LA",DFW,"Dallas/Fort Worth, TX",0,0
2022,NOV,4,Friday,SkyWest Airlines,PIT,"Pittsburgh, PA",DTW,"Detroit, MI",0,0
2023,JAN,3,Tuesday,SkyWest Airlines,LGB,"Long Beach, CA",SLC,"Salt Lake City, UT",0,0
2023,MAY,5,Friday,Delta Air Lines,SMF,"Sacramento, CA",SLC,"Salt Lake City, UT",1,1
2022,OCT,2,Sunday,SkyWest Airlines,LBB,"Lubbock, TX",DEN,"Denver, CO",0,0
2023,JAN,24,Tuesday,Southwest Airlines,DAL,"Dallas, TX",MCI,"Kansas City, MO",0,0
2023,MAY,19,Friday,Southwest Airlines,ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ",1,0
2023,MAY,2,Tuesday,Southwest Airlines,DEN,"Denver, CO",SEA,"Seattle, WA",0,0
2023,APR,24,Monday,Delta Air Lines,ANC,"Anchorage, AK",SEA,"Seattle, WA",0,0
2023,AUG,31,Thursday,Delta Air Lines,ATL,"Atlanta, GA",BHM,"Birmingham, AL",0,0
2023,JAN,3,Tuesday,PSA Airlines,DCA,"Washington, DC",HPN,"White Plains, NY",0,0
2023,MAR,13,Monday,Southwest Airlines,SJC,"San Jose, CA",LAS,"Las Vegas, NV",0,0
2023,JUL,3,Monday,United Air Lines,AUS,"Austin, TX",EWR,"Newark, NJ",0,1
2022,DEC,18,Sunday,Delta Air Lines,DTW,"Detroit, MI",MSY,"New Orleans, LA",0,0
2023,FEB,22,Wednesday,Southwest Airlines,DCA,"Washington, DC",DAL,"Dallas, TX",0,0
2023,MAR,4,Saturday,Delta Air Lines,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",0,0
2022,AUG,13,Saturday,Southwest Airlines,DAL,"Dallas, TX",BZN,"Bozeman, MT",0,0
2022,OCT,29,Saturday,Southwest Airlines,BWI,"Baltimore, MD",ISP,"Islip, NY",1,1
2023,APR,18,Tuesday,Southwest Airlines,DCA,"Washington, DC",STL,"St. Louis, MO",1,1
2023,MAY,4,Thursday,Southwest Airlines,ATL,"Atlanta, GA",DEN,"Denver, CO",0,0
2022,DEC,13,Tuesday,United Air Lines,DEN,"Denver, CO",SEA,"Seattle, WA",1,1
2022,AUG,3,Wednesday,Hawaiian Airlines,LAX,"Los Angeles, CA",OGG,"Kahului, HI",0,0
2023,FEB,16,Thursday,American Airlines,MCO,"Orlando, FL",ORD,"Chicago, IL",1,1
2022,DEC,26,Monday,Spirit Air Lines,BWI,"Baltimore, MD",MCO,"Orlando, FL",1,1
2022,AUG,20,Saturday,Envoy Air,DFW,"Dallas/Fort Worth, TX",FSM,"Fort Smith, AR",0,0
2023,MAY,13,Saturday,Republic Airline,LGA,"New York, NY",RIC,"Richmond, VA",0,0
2022,DEC,29,Thursday,Delta Air Lines,DCA,"Washington, DC",ATL,"Atlanta, GA",0,0
2023,AUG,1,Tuesday,Southwest Airlines,STL,"St. Louis, MO",FLL,"Fort Lauderdale, FL",1,1
2023,JUL,5,Wednesday,Delta Air Lines,RDU,"Raleigh/Durham, NC",MSP,"Minneapolis, MN",0,0
2023,AUG,28,Monday,Southwest Airlines,DAL,"Dallas, TX",LIT,"Little Rock, AR",1,1
2023,JAN,29,Sunday,Frontier Airlines,ATL,"Atlanta, GA",ORD,"Chicago, IL",0,0
2023,AUG,4,Friday,Southwest Airlines,SEA,"Seattle, WA",MDW,"Chicago, IL",0,0
2023,JAN,21,Saturday,SkyWest Airlines,JFK,"New York, NY",ORD,"Chicago, IL",0,0
2022,OCT,22,Saturday,Delta Air Lines,ATL,"Atlanta, GA",AUS,"Austin, TX",0,0
2023,AUG,13,Sunday,American Airlines,RDU,"Raleigh/Durham, NC",CLT,"Charlotte, NC",0,0
2023,FEB,17,Friday,Southwest Airlines,BOI,"Boise, ID",DEN,"Denver, CO",0,0
2023,AUG,25,Friday,Delta Air Lines,SAT,"San Antonio, TX",SLC,"Salt Lake City, UT",0,0
2022,NOV,23,Wednesday,SkyWest Airlines,PHX,"Phoenix, AZ",SBP,"San Luis Obispo, CA",0,0
2023,FEB,6,Monday,Southwest Airlines,HNL,"Honolulu, HI",SAN,"San Diego, CA",0,0
2023,APR,4,Tuesday,SkyWest Airlines,TVC,"Traverse City, MI",ORD,"Chicago, IL",0,0
2022,SEP,17,Saturday,Southwest Airlines,BWI,"Baltimore, MD",MDW,"Chicago, IL",0,0
2022,OCT,22,Saturday,Southwest Airlines,OMA,"Omaha, NE",ATL,"Atlanta, GA",0,0
2023,JUL,16,Sunday,Republic Airline,LGA,"New York, NY",OKC,"Oklahoma City, OK",0,1
2023,JUL,12,Wednesday,United Air Lines,EUG,"Eugene, OR",SFO,"San Francisco, CA",0,0
2023,MAY,4,Thursday,JetBlue Airways,JFK,"New York, NY",JAX,"Jacksonville, FL",1,1
2022,AUG,31,Wednesday,Delta Air Lines,ATL,"Atlanta, GA",ICT,"Wichita, KS",0,0
2023,FEB,12,Sunday,Southwest Airlines,DAL,"Dallas, TX",AUS,"Austin, TX",0,0
2023,MAY,22,Monday,SkyWest Airlines,MSP,"Minneapolis, MN",IMT,"Iron Mountain/Kingsfd, MI",0,0
2023,AUG,2,Wednesday,Southwest Airlines,PHX,"Phoenix, AZ",MSP,"Minneapolis, MN",0,0
2023,MAY,6,Saturday,Delta Air Lines,BWI,"Baltimore, MD",ATL,"Atlanta, GA",0,0
2023,APR,29,Saturday,Southwest Airlines,DEN,"Denver, CO",BUR,"Burbank, CA",1,0
2022,AUG,25,Thursday,Southwest Airlines,LAS,"Las Vegas, NV",SEA,"Seattle, WA",0,1
2022,DEC,28,Wednesday,Endeavor Air,MDW,"Chicago, IL",DTW,"Detroit, MI",0,0
2022,SEP,5,Monday,Delta Air Lines,AUS,"Austin, TX",MSP,"Minneapolis, MN",0,0
2023,MAY,13,Saturday,PSA Airlines,TUL,"Tulsa, OK",CLT,"Charlotte, NC",0,0
2023,APR,3,Monday,Southwest Airlines,BWI,"Baltimore, MD",PVD,"Providence, RI",0,1
2023,MAR,3,Friday,Alaska Airlines,SEA,"Seattle, WA",LIH,"Lihue, HI",0,0
2023,JUL,10,Monday,JetBlue Airways,SYR,"Syracuse, NY",JFK,"New York, NY",0,0
2022,AUG,8,Monday,United Air Lines,SEA,"Seattle, WA",ORD,"Chicago, IL",0,0
2022,SEP,18,Sunday,Delta Air Lines,BWI,"Baltimore, MD",DTW,"Detroit, MI",0,0
2022,SEP,25,Sunday,Southwest Airlines,MCI,"Kansas City, MO",LAS,"Las Vegas, NV",1,1
2023,JUN,17,Saturday,JetBlue Airways,FLL,"Fort Lauderdale, FL",BOS,"Boston, MA",0,0
2022,OCT,20,Thursday,Delta Air Lines,JFK,"New York, NY",PDX,"Portland, OR",0,0
2023,MAR,15,Wednesday,American Airlines,ELP,"El Paso, TX",DFW,"Dallas/Fort Worth, TX",0,0
2022,AUG,24,Wednesday,Delta Air Lines,SEA,"Seattle, WA",SNA,"Santa Ana, CA",1,1
2022,AUG,20,Saturday,United Air Lines,MSO,"Missoula, MT",DEN,"Denver, CO",1,1
